Service Center,County,Initial Services Sought at First Visit,Attended Group Training?,"Total Counseling Time, hrs",Business Status,Impact: Capital Investments,Impact: Created New Jobs,Impact: Revenue Increase,Impact: Started Business,Company's Total employees,"Company's Gross Revenue, $",NAICS code,Ownership Gender,Owner's Hispanic Origin,Owner's Race
Calvert County - Southern Region,Calvert,Counseling,Yes,10.26666667,Started with SBDC,0,2,0,Yes,2,60000,44,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9.266666668,Started with SBDC,0,1,0,Yes,1,60000,71,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Training,Yes,3.666666657,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,33,Woman-Owned,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Training,Yes,31,Start-up (in bus. < 1 year),350000,65,100000,Yes,65,100000,72,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,12,In Business (> 1 year),0,2,81920,Not applicable: Already in Business,2,81920,62,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,33.5,Pre-venture/Nascent,250,0,0,No,0,0,54,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Training,Yes,13.16666666,Started with SBDC,60000,2,150000,Yes,2,150000,33,Male-Owned,Choose not to respond,White/Caucasian
Calvert County - Southern Region,Calvert,Training,Yes,3.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,33,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Training,Yes,10.75,Start-up (in bus. < 1 year),80000,4,836000,Not applicable: Already in Business,4,860000,23,Woman-Owned,Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5,Start-up (in bus. < 1 year),0,0,0,Yes,1,0,81,Male/Female-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Charles,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,3,Started with SBDC,0,0,0,Yes,1,60000,44,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,4.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,45,Choose not to respond,Non-Hispanic,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,16.75,Pre-venture/Nascent,50000,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,32,Start-up (in bus. < 1 year),25000,0,0,Not applicable: Already in Business,1,0,45,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Training,Yes,15.25,Started with SBDC,25000,1,8000,Yes,2,60000,61,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,7,150000,92,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.25,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,53,Woman-Owned,Hispanic,Choose not to respond
Calvert County - Southern Region,Charles,Training,Yes,2.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,81,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,20.5,In Business (> 1 year),0,0,91754,Not applicable: Already in Business,1,175952,81,Woman-Owned,Hispanic,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,55.75,Pre-venture/Nascent,0,0,0,No,0,0,62,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,20.25,In Business (> 1 year),67320,2,0,Not applicable: Already in Business,4,459269,54,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,12,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,11,Choose not to respond,Hispanic,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,6.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,3.25,Pre-venture/Nascent,0,0,0,No,0,0,33,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,1,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9.25,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,4,0,42,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,6.833666652,Started with SBDC,0,1,0,Yes,1,60000,71,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,71,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,72,Choose not to respond,Non-Hispanic,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,2.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,7.25,In Business (> 1 year),4500,0,0,Not applicable: Already in Business,1,40000,62,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9.25,Started with SBDC,5196.73,1,0,Yes,1,60000,44,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Hispanic,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,62,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9,Start-up (in bus. < 1 year),4000,0,0,Yes,1,0,61,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3.25,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,53,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,23.75,In Business (> 1 year),0,6,91349,Not applicable: Already in Business,14,439848,31,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,Yes,8,Start-up (in bus. < 1 year),5000,0,600,Yes,1,600,61,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,6.75,Pre-venture/Nascent,0,0,0,No,0,0,23,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,1,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,23,Male-Owned,Non-Hispanic,Native Hawaiian or Pacific Islander
Calvert County - Southern Region,Calvert,Counseling,No,3.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.833666667,In Business (> 1 year),75000,0,0,Not applicable: Already in Business,4,150000,92,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.75,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,3,4000,33,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Training,Yes,4.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,800000,54,Male-Owned,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,33,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,25000,62,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Training,No,8.666666657,Pre-venture/Nascent,95000,0,0,No,0,0,72,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,16.5,Started with SBDC,1040000,11,21000,Yes,11,21000,53,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5.250333339,Pre-venture/Nascent,1000,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,3,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,23,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9.166333333,Pre-venture/Nascent,1500,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,24,Started with SBDC,3000,0,0,Yes,1,60000,31,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3.75,Started with SBDC,1000,0,0,Yes,1,60000,32,Male-Owned,Non-Hispanic,Asian
Calvert County - Southern Region,Calvert,Counseling,Yes,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,31,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,9.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,Yes,2.333333343,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,5,Started with SBDC,0,1,0,Yes,1,60000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,3.25,Started with SBDC,0,0,0,Yes,1,60000,44,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,3,30000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,1.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,11.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,75,3600000,62,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,18.4666667,Started with SBDC,100030,8,35000,Yes,8,35000,62,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,157555,62,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5,In Business (> 1 year),0,0,5000,Not applicable: Already in Business,1,45000,81,Woman-Owned,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,7.25,Pre-venture/Nascent,15000,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,1.75,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,2.75,In Business (> 1 year),0,0,0,Yes,1,150000,11,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,13,Started with SBDC,7000,2,0,Yes,2,60000,44,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Saint Marys,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,7.5,Started with SBDC,0,5,0,Yes,5,60000,62,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,1.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,7.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,41566,56,Male-Owned,Non-Hispanic,Black or African American
Calvert County - Southern Region,Saint Marys,Counseling,No,6.083333343,In Business (> 1 year),0,0,0,Not applicable: Already in Business,12,250000,31,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5.25,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,32,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,24.75,Started with SBDC,84000,7,200,Yes,7,200,45,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,28.25,In Business (> 1 year),120000,4,133000,Yes,4,133000,45,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,1.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,5.5,Pre-venture/Nascent,0,0,0,No,0,0,54,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,10,In Business (> 1 year),0,3,0,Not applicable: Already in Business,3,150000,92,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Saint Marys,Training,Yes,3.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,24.5,In Business (> 1 year),0,4,0,Not applicable: Already in Business,5,160000,44,Woman-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Saint Marys,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Choose not to respond,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,23.75,Started with SBDC,4000,2,115,Yes,2,115,72,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,6.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,2.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.25,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,2.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,No,1.833333343,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,11,Started with SBDC,0,3,26100,Yes,5,26100,54,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,4.75,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,Asian
Calvert County - Southern Region,Calvert,Counseling,Yes,24.5,Started with SBDC,100000,1,0,Yes,1,60000,44,Choose not to respond,Non-Hispanic,Black or African American
Calvert County - Southern Region,Calvert,Counseling,Yes,36,In Business (> 1 year),50000,3,109225,Not applicable: Already in Business,10,465312,72,Male/Female-Owned,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,No,6.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,3300,54,Woman-Owned,Choose not to respond,Choose not to respond
Calvert County - Southern Region,Calvert,Counseling,No,7.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Calvert County - Southern Region,Calvert,Counseling,Yes,22,Started with SBDC,2215,2,41200,Yes,2,41200,61,Woman-Owned,Non-Hispanic,White/Caucasian
